% Created using /stochastic/trunk/tools/piCurves/piCurve.py
% and /home/andrew.matas/repositories/stochastic/trunk/analyses/O2/iso/results/PI_curve/make_o1o2_py_curve.py
%
# f (Hz)	sigma(f)	PI(f)
1.340500e+03	2.664392e+00	1.352684e-02
1.340531e+03	2.653402e+00	1.352914e-02
1.340562e+03	2.662429e+00	1.353143e-02
1.340594e+03	2.668099e+00	1.353380e-02
1.340625e+03	2.674010e+00	1.353610e-02
1.340656e+03	2.678739e+00	1.353839e-02
1.340688e+03	2.685107e+00	1.354076e-02
1.340719e+03	2.688572e+00	1.354306e-02
1.340750e+03	2.696382e+00	1.354535e-02
1.340781e+03	2.701754e+00	1.354765e-02
1.340812e+03	2.709132e+00	1.354995e-02
1.340844e+03	2.712073e+00	1.355232e-02
1.340875e+03	2.717424e+00	1.355462e-02
1.340906e+03	2.722692e+00	1.355692e-02
1.340938e+03	2.729077e+00	1.355929e-02
1.340969e+03	2.736098e+00	1.356159e-02
1.341000e+03	2.817573e+00	1.356389e-02
1.341031e+03	2.746355e+00	1.356619e-02
1.341062e+03	2.755105e+00	1.356849e-02
1.341094e+03	2.763254e+00	1.357086e-02
1.341125e+03	2.766242e+00	1.357316e-02
1.341156e+03	2.772384e+00	1.357546e-02
1.341188e+03	2.776413e+00	1.357784e-02
1.341219e+03	2.781383e+00	1.358014e-02
1.341250e+03	2.789973e+00	1.358244e-02
1.341281e+03	2.795738e+00	1.358474e-02
1.341312e+03	2.800259e+00	1.358705e-02
1.341344e+03	2.809561e+00	1.358942e-02
1.341375e+03	2.817133e+00	1.359173e-02
1.341406e+03	2.820787e+00	1.359403e-02
1.341438e+03	2.826099e+00	1.359641e-02
1.341469e+03	2.833110e+00	1.359871e-02
1.341500e+03	2.860520e+00	1.360102e-02
1.341531e+03	2.851319e+00	1.360332e-02
1.341562e+03	2.857623e+00	1.360563e-02
1.341594e+03	2.861357e+00	1.360801e-02
1.341625e+03	2.866408e+00	1.361031e-02
1.341656e+03	2.876481e+00	1.361262e-02
1.341688e+03	2.882530e+00	1.361500e-02
1.341719e+03	2.886876e+00	1.361731e-02
1.341750e+03	2.893672e+00	1.361962e-02
1.341781e+03	2.902523e+00	1.362192e-02
1.341812e+03	2.910114e+00	1.362423e-02
1.341844e+03	2.917123e+00	1.362662e-02
1.341875e+03	2.923707e+00	1.362892e-02
1.341906e+03	2.930129e+00	1.363123e-02
1.341938e+03	2.935085e+00	1.363362e-02
1.341969e+03	2.943034e+00	1.363593e-02
1.342000e+03	3.032824e+00	1.363824e-02
1.342031e+03	2.957156e+00	1.364055e-02
1.342062e+03	2.966120e+00	1.364286e-02
1.342094e+03	2.974711e+00	1.364524e-02
1.342125e+03	2.979087e+00	1.364756e-02
1.342156e+03	2.984612e+00	1.364987e-02
1.342188e+03	2.992033e+00	1.365225e-02
1.342219e+03	2.998652e+00	1.365457e-02
1.342250e+03	3.004005e+00	1.365688e-02
1.342281e+03	3.011369e+00	1.365919e-02
1.342312e+03	3.024115e+00	1.366151e-02
1.342344e+03	3.032533e+00	1.366389e-02
1.342375e+03	3.036401e+00	1.366621e-02
1.342406e+03	3.047507e+00	1.366852e-02
1.342438e+03	3.058872e+00	1.367091e-02
1.342469e+03	3.063533e+00	1.367323e-02
1.342500e+03	3.091862e+00	1.367554e-02
1.342531e+03	3.081820e+00	1.367786e-02
1.342562e+03	3.084097e+00	1.368018e-02
1.342594e+03	3.090239e+00	1.368257e-02
1.342625e+03	3.102502e+00	1.368488e-02
1.342656e+03	3.109647e+00	1.368720e-02
1.342688e+03	3.118034e+00	1.368959e-02
1.342719e+03	3.124981e+00	1.369191e-02
1.342750e+03	3.135333e+00	1.369423e-02
1.342781e+03	3.146662e+00	1.369655e-02
1.342812e+03	3.150229e+00	1.369887e-02
1.342844e+03	3.156540e+00	1.370126e-02
1.342875e+03	3.163614e+00	1.370358e-02
1.342906e+03	3.175973e+00	1.370590e-02
1.342938e+03	3.182657e+00	1.370830e-02
1.342969e+03	3.190714e+00	1.371062e-02
1.343000e+03	3.291683e+00	1.371294e-02
1.343031e+03	3.213289e+00	1.371526e-02
1.343062e+03	3.221859e+00	1.371758e-02
1.343094e+03	3.228328e+00	1.371998e-02
1.343125e+03	3.240038e+00	1.372230e-02
1.343156e+03	3.251442e+00	1.372462e-02
1.343188e+03	3.256929e+00	1.372702e-02
1.343219e+03	3.266903e+00	1.372935e-02
1.343250e+03	3.276202e+00	1.373167e-02
1.343281e+03	3.286836e+00	1.373399e-02
1.343312e+03	3.296239e+00	1.373632e-02
1.343344e+03	3.304315e+00	1.373872e-02
1.343375e+03	3.307975e+00	1.374104e-02
1.343406e+03	3.319416e+00	1.374337e-02
1.343438e+03	3.331709e+00	1.374577e-02
1.343469e+03	3.339109e+00	1.374810e-02
1.343500e+03	3.372773e+00	1.375042e-02
1.343531e+03	3.362301e+00	1.375275e-02
1.343562e+03	3.370546e+00	1.375508e-02
1.343594e+03	3.381339e+00	1.375748e-02
1.343625e+03	3.391210e+00	1.375981e-02
1.343656e+03	3.399557e+00	1.376213e-02
1.343688e+03	3.407905e+00	1.376454e-02
1.343719e+03	3.417674e+00	1.376687e-02
1.343750e+03	3.429873e+00	1.376920e-02
1.343781e+03	3.437383e+00	1.377153e-02
1.343812e+03	3.449059e+00	1.377386e-02
1.343844e+03	3.462333e+00	1.377626e-02
1.343875e+03	3.471965e+00	1.377859e-02
1.343906e+03	3.481324e+00	1.378092e-02
1.343938e+03	3.494319e+00	1.378333e-02
1.343969e+03	3.504137e+00	1.378566e-02
1.344000e+03	3.634830e+00	1.378799e-02
1.344031e+03	3.523418e+00	1.379033e-02
1.344062e+03	3.535851e+00	1.379266e-02
1.344094e+03	3.545272e+00	1.379507e-02
1.344125e+03	3.555898e+00	1.379740e-02
1.344156e+03	3.565150e+00	1.379973e-02
1.344188e+03	3.580873e+00	1.380214e-02
1.344219e+03	3.593255e+00	1.380448e-02
1.344250e+03	3.602172e+00	1.380681e-02
1.344281e+03	3.618910e+00	1.380915e-02
1.344312e+03	3.632909e+00	1.381148e-02
1.344344e+03	3.643006e+00	1.381389e-02
1.344375e+03	3.654240e+00	1.381623e-02
1.344406e+03	3.664834e+00	1.381857e-02
1.344438e+03	3.677979e+00	1.382098e-02
1.344469e+03	3.688241e+00	1.382332e-02
1.344500e+03	3.718153e+00	1.382565e-02
1.344531e+03	3.713380e+00	1.382799e-02
1.344562e+03	3.725340e+00	1.383033e-02
1.344594e+03	3.734445e+00	1.383274e-02
1.344625e+03	3.751058e+00	1.383508e-02
1.344656e+03	3.764512e+00	1.383742e-02
1.344688e+03	3.775597e+00	1.383984e-02
1.344719e+03	3.788214e+00	1.384218e-02
1.344750e+03	3.802009e+00	1.384452e-02
1.344781e+03	3.810134e+00	1.384686e-02
1.344812e+03	3.828855e+00	1.384920e-02
1.344844e+03	3.840322e+00	1.385162e-02
1.344875e+03	3.850131e+00	1.385396e-02
1.344906e+03	3.868269e+00	1.385630e-02
1.344938e+03	3.881260e+00	1.385872e-02
1.344969e+03	3.897144e+00	1.386106e-02
1.345000e+03	4.018840e+00	1.386340e-02
1.345031e+03	3.917947e+00	1.386575e-02
1.345062e+03	3.932020e+00	1.386809e-02
1.345094e+03	3.953896e+00	1.387051e-02
1.345125e+03	3.968237e+00	1.387285e-02
1.345156e+03	3.983345e+00	1.387520e-02
1.345188e+03	3.996981e+00	1.387762e-02
1.345219e+03	4.012303e+00	1.387997e-02
1.345250e+03	4.025329e+00	1.388231e-02
1.345281e+03	4.037879e+00	1.388466e-02
1.345312e+03	4.052215e+00	1.388700e-02
1.345344e+03	4.070874e+00	1.388943e-02
1.345375e+03	4.090230e+00	1.389177e-02
1.345406e+03	4.102066e+00	1.389412e-02
1.345438e+03	4.115970e+00	1.389654e-02
1.345469e+03	4.129626e+00	1.389889e-02
1.345500e+03	4.173045e+00	1.390124e-02
1.345531e+03	4.166646e+00	1.390359e-02
1.345562e+03	4.184092e+00	1.390594e-02
1.345594e+03	4.195474e+00	1.390837e-02
1.345625e+03	4.212642e+00	1.391072e-02
1.345656e+03	4.225371e+00	1.391307e-02
1.345688e+03	4.245509e+00	1.391549e-02
1.345719e+03	4.264509e+00	1.391784e-02
1.345750e+03	4.283815e+00	1.392019e-02
1.345781e+03	4.302161e+00	1.392255e-02
1.345812e+03	4.316782e+00	1.392490e-02
1.345844e+03	4.331896e+00	1.392733e-02
1.345875e+03	4.349519e+00	1.392968e-02
1.345906e+03	4.367924e+00	1.393203e-02
1.345938e+03	4.385231e+00	1.393446e-02
1.345969e+03	4.398644e+00	1.393681e-02
1.346000e+03	4.539532e+00	1.393917e-02
1.346031e+03	4.436731e+00	1.394152e-02
1.346062e+03	4.452780e+00	1.394388e-02
1.346094e+03	4.474637e+00	1.394631e-02
1.346125e+03	4.494232e+00	1.394866e-02
1.346156e+03	4.510152e+00	1.395102e-02
1.346188e+03	4.530523e+00	1.395345e-02
1.346219e+03	4.549898e+00	1.395581e-02
1.346250e+03	4.566510e+00	1.395817e-02
1.346281e+03	4.586646e+00	1.396052e-02
1.346312e+03	4.608214e+00	1.396288e-02
1.346344e+03	4.625364e+00	1.396531e-02
1.346375e+03	4.645768e+00	1.396767e-02
1.346406e+03	4.667385e+00	1.397003e-02
1.346438e+03	4.688092e+00	1.397247e-02
1.346469e+03	4.706757e+00	1.397483e-02
1.346500e+03	4.761521e+00	1.397719e-02
1.346531e+03	4.751982e+00	1.397955e-02
1.346562e+03	4.772894e+00	1.398191e-02
1.346594e+03	4.792350e+00	1.398434e-02
1.346625e+03	4.813826e+00	1.398670e-02
1.346656e+03	4.840206e+00	1.398907e-02
1.346688e+03	4.864337e+00	1.399150e-02
1.346719e+03	4.886231e+00	1.399387e-02
1.346750e+03	4.914428e+00	1.399623e-02
1.346781e+03	4.933819e+00	1.399859e-02
1.346812e+03	4.956566e+00	1.400095e-02
1.346844e+03	4.981929e+00	1.400339e-02
1.346875e+03	5.004555e+00	1.400576e-02
1.346906e+03	5.027227e+00	1.400812e-02
1.346938e+03	5.046872e+00	1.401056e-02
1.346969e+03	5.064176e+00	1.401293e-02
1.347000e+03	5.235424e+00	1.401529e-02
1.347031e+03	5.118373e+00	1.401766e-02
1.347062e+03	5.155168e+00	1.402002e-02
1.347094e+03	5.196789e+00	1.402247e-02
1.347125e+03	5.214279e+00	1.402483e-02
1.347156e+03	5.223182e+00	1.402720e-02
1.347188e+03	5.249713e+00	1.402964e-02
1.347219e+03	5.273481e+00	1.403201e-02
1.347250e+03	5.300938e+00	1.403438e-02
1.347281e+03	5.323459e+00	1.403675e-02
1.347312e+03	5.359790e+00	1.403912e-02
1.347344e+03	5.386159e+00	1.404156e-02
1.347375e+03	5.413547e+00	1.404393e-02
1.347406e+03	5.443558e+00	1.404630e-02
1.347438e+03	5.471978e+00	1.404875e-02
1.347469e+03	5.489454e+00	1.405112e-02
1.347500e+03	5.551618e+00	1.405349e-02
1.347531e+03	5.552584e+00	1.405586e-02
1.347562e+03	5.587460e+00	1.405823e-02
1.347594e+03	5.612363e+00	1.406068e-02
1.347625e+03	5.643601e+00	1.406305e-02
1.347656e+03	5.680538e+00	1.406542e-02
1.347688e+03	5.711996e+00	1.406787e-02
1.347719e+03	5.742208e+00	1.407025e-02
1.347750e+03	5.772683e+00	1.407262e-02
1.347781e+03	5.800695e+00	1.407499e-02
1.347812e+03	5.833286e+00	1.407737e-02
1.347844e+03	5.872502e+00	1.407982e-02
1.347875e+03	5.903305e+00	1.408219e-02
1.347906e+03	5.932949e+00	1.408457e-02
1.347938e+03	5.966183e+00	1.408702e-02
1.347969e+03	6.000826e+00	1.408940e-02
1.348000e+03	6.212261e+00	1.409177e-02
1.348031e+03	6.068720e+00	1.409415e-02
1.348062e+03	6.105685e+00	1.409653e-02
1.348094e+03	6.140035e+00	1.409898e-02
1.348125e+03	6.183366e+00	1.410136e-02
1.348156e+03	6.231887e+00	1.410374e-02
1.348188e+03	6.258438e+00	1.410619e-02
1.348219e+03	6.290401e+00	1.410857e-02
1.348250e+03	6.330690e+00	1.411095e-02
1.348281e+03	6.368463e+00	1.411333e-02
1.348312e+03	6.409958e+00	1.411571e-02
1.348344e+03	6.444573e+00	1.411817e-02
1.348375e+03	6.482564e+00	1.412055e-02
1.348406e+03	6.535402e+00	1.412293e-02
1.348438e+03	6.580216e+00	1.412539e-02
1.348469e+03	6.623390e+00	1.412777e-02
1.348500e+03	6.701411e+00	1.413015e-02
1.348531e+03	6.710248e+00	1.413253e-02
1.348562e+03	6.756293e+00	1.413491e-02
1.348594e+03	6.794302e+00	1.413737e-02
1.348625e+03	6.834436e+00	1.413976e-02
1.348656e+03	6.880600e+00	1.414214e-02
1.348688e+03	6.929886e+00	1.414460e-02
1.348719e+03	6.974752e+00	1.414699e-02
1.348750e+03	7.025858e+00	1.414937e-02
1.348781e+03	7.075277e+00	1.415176e-02
1.348812e+03	7.119889e+00	1.415414e-02
1.348844e+03	7.174580e+00	1.415660e-02
1.348875e+03	7.231846e+00	1.415899e-02
1.348906e+03	7.280050e+00	1.416138e-02
1.348938e+03	7.315970e+00	1.416384e-02
1.348969e+03	7.370905e+00	1.416623e-02
1.349000e+03	7.626685e+00	1.416862e-02
1.349031e+03	7.478623e+00	1.417100e-02
1.349062e+03	7.535057e+00	1.417339e-02
1.349094e+03	7.591214e+00	1.417586e-02
1.349125e+03	7.650048e+00	1.417825e-02
1.349156e+03	7.702694e+00	1.418064e-02
1.349188e+03	7.759960e+00	1.418310e-02
1.349219e+03	7.827257e+00	1.418549e-02
1.349250e+03	7.889294e+00	1.418788e-02
1.349281e+03	7.948723e+00	1.419027e-02
1.349312e+03	8.013980e+00	1.419266e-02
1.349344e+03	8.075196e+00	1.419513e-02
1.349375e+03	8.146543e+00	1.419752e-02
1.349406e+03	8.201989e+00	1.419992e-02
1.349438e+03	8.262962e+00	1.420239e-02
1.349469e+03	8.343423e+00	1.420478e-02
1.349500e+03	8.465140e+00	1.420717e-02
1.349531e+03	8.472506e+00	1.420957e-02
1.349562e+03	8.544860e+00	1.421196e-02
1.349594e+03	8.602202e+00	1.421443e-02
1.349625e+03	8.669987e+00	1.421682e-02
1.349656e+03	8.749371e+00	1.421922e-02
1.349688e+03	8.845868e+00	1.422169e-02
1.349719e+03	8.924121e+00	1.422409e-02
1.349750e+03	9.001454e+00	1.422648e-02
1.349781e+03	9.076905e+00	1.422888e-02
1.349812e+03	9.151680e+00	1.423128e-02
1.349844e+03	9.234737e+00	1.423375e-02
1.349875e+03	9.319484e+00	1.423615e-02
1.349906e+03	9.422032e+00	1.423855e-02
1.349938e+03	9.505560e+00	1.424102e-02
1.349969e+03	9.586551e+00	1.424342e-02
1.350000e+03	9.958391e+00	1.424582e-02
1.350031e+03	9.771940e+00	1.424822e-02
1.350062e+03	9.859135e+00	1.425062e-02
1.350094e+03	9.963286e+00	1.425309e-02
1.350125e+03	1.004904e+01	1.425549e-02
1.350156e+03	1.014777e+01	1.425790e-02
1.350188e+03	1.026450e+01	1.426037e-02
1.350219e+03	1.037140e+01	1.426277e-02
1.350250e+03	1.046645e+01	1.426518e-02
1.350281e+03	1.057403e+01	1.426758e-02
1.350312e+03	1.069201e+01	1.426998e-02
1.350344e+03	1.080734e+01	1.427246e-02
1.350375e+03	1.092243e+01	1.427486e-02
1.350406e+03	1.102923e+01	1.427727e-02
1.350438e+03	1.115061e+01	1.427975e-02
1.350469e+03	1.127498e+01	1.428215e-02
1.350500e+03	1.146497e+01	1.428456e-02
1.350531e+03	1.153800e+01	1.428696e-02
1.350562e+03	1.168320e+01	1.428937e-02
1.350594e+03	1.180852e+01	1.429185e-02
1.350625e+03	1.194373e+01	1.429426e-02
1.350656e+03	1.207663e+01	1.429666e-02
1.350688e+03	1.223956e+01	1.429915e-02
1.350719e+03	1.237406e+01	1.430155e-02
1.350750e+03	1.251640e+01	1.430396e-02
1.350781e+03	1.268723e+01	1.430637e-02
1.350812e+03	1.284617e+01	1.430877e-02
1.350844e+03	1.301225e+01	1.431126e-02
1.350875e+03	1.318104e+01	1.431367e-02
1.350906e+03	1.334803e+01	1.431608e-02
1.350938e+03	1.352674e+01	1.431857e-02
1.350969e+03	1.371442e+01	1.432098e-02
1.351000e+03	1.429128e+01	1.432339e-02
1.351031e+03	1.408006e+01	1.432580e-02
1.351062e+03	1.428818e+01	1.432821e-02
1.351094e+03	1.449511e+01	1.433070e-02
1.351125e+03	1.470592e+01	1.433311e-02
1.351156e+03	1.490979e+01	1.433552e-02
1.351188e+03	1.515842e+01	1.433801e-02
1.351219e+03	1.537749e+01	1.434042e-02
1.351250e+03	1.560237e+01	1.434283e-02
1.351281e+03	1.586731e+01	1.434525e-02
1.351312e+03	1.610824e+01	1.434766e-02
1.351344e+03	1.636570e+01	1.435015e-02
1.351375e+03	1.664364e+01	1.435257e-02
1.351406e+03	1.689012e+01	1.435498e-02
1.351438e+03	1.716693e+01	1.435747e-02
1.351469e+03	1.747618e+01	1.435989e-02
1.351500e+03	1.790072e+01	1.436230e-02
1.351531e+03	1.812019e+01	1.436472e-02
1.351562e+03	1.842714e+01	1.436714e-02
1.351594e+03	1.875886e+01	1.436963e-02
1.351625e+03	1.910590e+01	1.437205e-02
1.351656e+03	1.948591e+01	1.437447e-02
1.351688e+03	1.986192e+01	1.437696e-02
1.351719e+03	2.024427e+01	1.437938e-02
1.351750e+03	2.066344e+01	1.438180e-02
1.351781e+03	2.109693e+01	1.438422e-02
1.351812e+03	2.154153e+01	1.438664e-02
1.351844e+03	2.202714e+01	1.438913e-02
1.351875e+03	2.249269e+01	1.439155e-02
1.351906e+03	2.300041e+01	1.439398e-02
1.351938e+03	2.353455e+01	1.439647e-02
1.351969e+03	2.410887e+01	1.439889e-02
1.352000e+03	2.537511e+01	1.440132e-02
1.352031e+03	2.532372e+01	1.440374e-02
1.352062e+03	2.595079e+01	1.440616e-02
1.352094e+03	2.661068e+01	1.440866e-02
1.352125e+03	2.731604e+01	1.441108e-02
1.352156e+03	2.809804e+01	1.441351e-02
1.352188e+03	2.887322e+01	1.441601e-02
1.352219e+03	2.966832e+01	1.441843e-02
1.352250e+03	3.060356e+01	1.442086e-02
1.352281e+03	3.155684e+01	1.442328e-02
1.352312e+03	3.255213e+01	1.442571e-02
1.352344e+03	3.364034e+01	1.442821e-02
1.352375e+03	3.476313e+01	1.443063e-02
1.352406e+03	3.599447e+01	1.443306e-02
1.352438e+03	3.732363e+01	1.443556e-02
1.352469e+03	3.872662e+01	1.443799e-02
1.352500e+03	4.048132e+01	1.444042e-02
1.352531e+03	4.186365e+01	1.444285e-02
1.352562e+03	4.360676e+01	1.444527e-02
1.352594e+03	4.560679e+01	1.444778e-02
1.352625e+03	4.779653e+01	1.445021e-02
1.352656e+03	5.010738e+01	1.445264e-02
1.352688e+03	5.267265e+01	1.445514e-02
1.352719e+03	5.554752e+01	1.445757e-02
1.352750e+03	5.876430e+01	1.446000e-02
1.352781e+03	6.228510e+01	1.446243e-02
1.352812e+03	6.624415e+01	1.446487e-02
1.352844e+03	7.092332e+01	1.446737e-02
1.352875e+03	7.619554e+01	1.446981e-02
1.352906e+03	8.269007e+01	1.447224e-02
1.352938e+03	8.939479e+01	1.447475e-02
1.352969e+03	9.815584e+01	1.447718e-02
1.353000e+03	1.116753e+02	1.447961e-02
1.353031e+03	1.214080e+02	1.448205e-02
1.353062e+03	1.375340e+02	1.448448e-02
1.353094e+03	1.588127e+02	1.448699e-02
1.353125e+03	1.881929e+02	1.448943e-02
1.353156e+03	2.305848e+02	1.449186e-02
1.353188e+03	2.971386e+02	1.449437e-02
1.353219e+03	4.179014e+02	1.449681e-02
1.353250e+03	7.045413e+02	1.449924e-02
1.353281e+03	2.246089e+03	1.450168e-02
1.353312e+03	1.892037e+03	1.450412e-02
1.353344e+03	6.657822e+02	1.450663e-02
1.353375e+03	4.043537e+02	1.450907e-02
1.353406e+03	2.899657e+02	1.451151e-02
1.353438e+03	2.262075e+02	1.451402e-02
1.353469e+03	1.855444e+02	1.451646e-02
1.353500e+03	1.580538e+02	1.451890e-02
1.353531e+03	1.361699e+02	1.452134e-02
1.353562e+03	1.204085e+02	1.452378e-02
1.353594e+03	1.077264e+02	1.452630e-02
1.353625e+03	9.764083e+01	1.452873e-02
1.353656e+03	8.920894e+01	1.453118e-02
1.353688e+03	8.195447e+01	1.453369e-02
1.353719e+03	7.597072e+01	1.453614e-02
1.353750e+03	7.085187e+01	1.453858e-02
1.353781e+03	6.625424e+01	1.454102e-02
1.353812e+03	6.230041e+01	1.454346e-02
1.353844e+03	5.869558e+01	1.454598e-02
1.353875e+03	5.554088e+01	1.454842e-02
1.353906e+03	5.271361e+01	1.455087e-02
1.353938e+03	5.019798e+01	1.455339e-02
1.353969e+03	4.782653e+01	1.455583e-02
1.354000e+03	4.701961e+01	1.455828e-02
1.354031e+03	4.380385e+01	1.456072e-02
1.354062e+03	4.201883e+01	1.456317e-02
1.354094e+03	4.041818e+01	1.456569e-02
1.354125e+03	3.890546e+01	1.456814e-02
1.354156e+03	3.747952e+01	1.457058e-02
1.354188e+03	3.614348e+01	1.457311e-02
1.354219e+03	3.491193e+01	1.457555e-02
1.354250e+03	3.382048e+01	1.457800e-02
1.354281e+03	3.275724e+01	1.458045e-02
1.354312e+03	3.173812e+01	1.458290e-02
1.354344e+03	3.079953e+01	1.458542e-02
1.354375e+03	2.989672e+01	1.458787e-02
1.354406e+03	2.906301e+01	1.459032e-02
1.354438e+03	2.826048e+01	1.459285e-02
1.354469e+03	2.752546e+01	1.459530e-02
1.354500e+03	2.697003e+01	1.459775e-02
1.354531e+03	2.612447e+01	1.460020e-02
1.354562e+03	2.547733e+01	1.460265e-02
1.354594e+03	2.486554e+01	1.460518e-02
1.354625e+03	2.429382e+01	1.460763e-02
1.354656e+03	2.370610e+01	1.461008e-02
1.354688e+03	2.319902e+01	1.461261e-02
1.354719e+03	2.272665e+01	1.461506e-02
1.354750e+03	2.224364e+01	1.461752e-02
1.354781e+03	2.177940e+01	1.461997e-02
1.354812e+03	2.135537e+01	1.462242e-02
1.354844e+03	2.091610e+01	1.462496e-02
1.354875e+03	2.050428e+01	1.462741e-02
1.354906e+03	2.011084e+01	1.462987e-02
1.354938e+03	1.972544e+01	1.463240e-02
1.354969e+03	1.935814e+01	1.463485e-02
1.355000e+03	1.951973e+01	1.463731e-02
1.355031e+03	1.867341e+01	1.463977e-02
1.355062e+03	1.835039e+01	1.464222e-02
1.355094e+03	1.802105e+01	1.464476e-02
1.355125e+03	1.772885e+01	1.464722e-02
1.355156e+03	1.744271e+01	1.464967e-02
1.355188e+03	1.714796e+01	1.465221e-02
1.355219e+03	1.687268e+01	1.465467e-02
1.355250e+03	1.661045e+01	1.465713e-02
1.355281e+03	1.634315e+01	1.465959e-02
1.355312e+03	1.609628e+01	1.466204e-02
1.355344e+03	1.585684e+01	1.466458e-02
1.355375e+03	1.561037e+01	1.466704e-02
1.355406e+03	1.537612e+01	1.466950e-02
1.355438e+03	1.515947e+01	1.467204e-02
1.355469e+03	1.497084e+01	1.467450e-02
1.355500e+03	1.484797e+01	1.467697e-02
1.355531e+03	1.453353e+01	1.467943e-02
1.355562e+03	1.434755e+01	1.468189e-02
1.355594e+03	1.417175e+01	1.468443e-02
1.355625e+03	1.397412e+01	1.468689e-02
1.355656e+03	1.379937e+01	1.468936e-02
1.355688e+03	1.362647e+01	1.469190e-02
1.355719e+03	1.344097e+01	1.469436e-02
1.355750e+03	1.327784e+01	1.469683e-02
1.355781e+03	1.310900e+01	1.469929e-02
1.355812e+03	1.294618e+01	1.470176e-02
1.355844e+03	1.278586e+01	1.470430e-02
1.355875e+03	1.264597e+01	1.470677e-02
1.355906e+03	1.250379e+01	1.470923e-02
1.355938e+03	1.233812e+01	1.471178e-02
1.355969e+03	1.219280e+01	1.471425e-02
1.356000e+03	1.241861e+01	1.471671e-02
1.356031e+03	1.194908e+01	1.471918e-02
1.356062e+03	1.180824e+01	1.472165e-02
1.356094e+03	1.168808e+01	1.472420e-02
1.356125e+03	1.156954e+01	1.472666e-02
1.356156e+03	1.142285e+01	1.472913e-02
1.356188e+03	1.130080e+01	1.473168e-02
1.356219e+03	1.118641e+01	1.473415e-02
1.356250e+03	1.107930e+01	1.473662e-02
1.356281e+03	1.096388e+01	1.473909e-02
1.356312e+03	1.084572e+01	1.474156e-02
1.356344e+03	1.074045e+01	1.474411e-02
1.356375e+03	1.062997e+01	1.474659e-02
1.356406e+03	1.053209e+01	1.474906e-02
1.356438e+03	1.042503e+01	1.475161e-02
1.356469e+03	1.032523e+01	1.475408e-02
1.356500e+03	1.030348e+01	1.475655e-02
1.356531e+03	1.013204e+01	1.475903e-02
1.356562e+03	1.003007e+01	1.476150e-02
1.356594e+03	9.938906e+00	1.476405e-02
1.356625e+03	9.844080e+00	1.476653e-02
1.356656e+03	9.758269e+00	1.476900e-02
1.356688e+03	9.674832e+00	1.477156e-02
1.356719e+03	9.590043e+00	1.477403e-02
1.356750e+03	9.508935e+00	1.477651e-02
1.356781e+03	9.423457e+00	1.477899e-02
1.356812e+03	9.341424e+00	1.478146e-02
1.356844e+03	9.266348e+00	1.478402e-02
1.356875e+03	9.185180e+00	1.478650e-02
1.356906e+03	9.100423e+00	1.478897e-02
1.356938e+03	9.036815e+00	1.479153e-02
1.356969e+03	8.962698e+00	1.479401e-02
1.357000e+03	9.144592e+00	1.479649e-02
1.357031e+03	8.820340e+00	1.479897e-02
1.357062e+03	8.745566e+00	1.480145e-02
1.357094e+03	8.676170e+00	1.480401e-02
1.357125e+03	8.609893e+00	1.480649e-02
1.357156e+03	8.544124e+00	1.480897e-02
1.357188e+03	8.482990e+00	1.481153e-02
1.357219e+03	8.409723e+00	1.481401e-02
1.357250e+03	8.343630e+00	1.481649e-02
1.357281e+03	8.278372e+00	1.481897e-02
1.357312e+03	8.208006e+00	1.482145e-02
1.357344e+03	8.166524e+00	1.482402e-02
1.357375e+03	8.096334e+00	1.482650e-02
1.357406e+03	8.036681e+00	1.482898e-02
1.357438e+03	7.982452e+00	1.483155e-02
1.357469e+03	7.934106e+00	1.483403e-02
1.357500e+03	7.918317e+00	1.483652e-02
1.357531e+03	7.806511e+00	1.483900e-02
1.357562e+03	7.748062e+00	1.484149e-02
1.357594e+03	7.705126e+00	1.484405e-02
1.357625e+03	7.658998e+00	1.484654e-02
1.357656e+03	7.593867e+00	1.484902e-02
1.357688e+03	7.547931e+00	1.485159e-02
1.357719e+03	7.503893e+00	1.485408e-02
1.357750e+03	7.447376e+00	1.485656e-02
1.357781e+03	7.395685e+00	1.485905e-02
1.357812e+03	7.344309e+00	1.486154e-02
1.357844e+03	7.304909e+00	1.486411e-02
1.357875e+03	7.259365e+00	1.486660e-02
1.357906e+03	7.206608e+00	1.486909e-02
1.357938e+03	7.159555e+00	1.487166e-02
1.357969e+03	7.124237e+00	1.487415e-02
1.358000e+03	7.282510e+00	1.487664e-02
1.358031e+03	7.026022e+00	1.487913e-02
1.358062e+03	6.978358e+00	1.488162e-02
1.358094e+03	6.940058e+00	1.488419e-02
1.358125e+03	6.905255e+00	1.488668e-02
1.358156e+03	6.865163e+00	1.488917e-02
1.358188e+03	6.819844e+00	1.489175e-02
1.358219e+03	6.772937e+00	1.489424e-02
1.358250e+03	6.721542e+00	1.489673e-02
1.358281e+03	6.691356e+00	1.489923e-02
1.358312e+03	6.656524e+00	1.490172e-02
1.358344e+03	6.618969e+00	1.490429e-02
1.358375e+03	6.582803e+00	1.490679e-02
1.358406e+03	6.538688e+00	1.490928e-02
1.358438e+03	6.499895e+00	1.491186e-02
1.358469e+03	6.460966e+00	1.491436e-02
1.358500e+03	6.461223e+00	1.491685e-02
1.358531e+03	6.395314e+00	1.491935e-02
